SparkleIndex,SparkleTerm,Cui,UmlsCanonicalName,ChosenMethod,ChosenScore,Types
7967,Allergic Reaction,C1527304,Allergic Reaction,alias,0.0,"[""T046""]"
7968,Allergic Rhinitis,C2607914,Allergic rhinitis (disorder),alias,0.0,"[""T047""]"
7970,Aldosteronoma,C0009777,Conn Adenoma,alias,0.0,"[""T191""]"
7973,Allergen Immunotherapy,C0162352,Allergen Immunotherapy,alias,0.0,"[""T061""]"
7975,Allergic Asthma,C0155877,Allergic asthma,alias,0.0,"[""T047""]"
7976,Allergic Colitis,C1262482,Allergic colitis,alias,0.0,"[""T047""]"
7977,Allergic Conjunctivitis,C0009766,Allergic Conjunctivitis,alias,0.0,"[""T047""]"
7979,Alcohol Dependency,C0001973,"Alcoholic Intoxication, Chronic",alias,0.0,"[""T048""]"
7982,Alcohol Withdrawal,C0236663,Alcohol withdrawal syndrome,alias,0.0,"[""T047""]"
7983,Alcoholic Cardiomyopathy,C0007192,"Cardiomyopathy, Alcoholic",alias,0.0,"[""T047""]"
7984,Alcoholic Cirrhosis,C0023891,"Liver Cirrhosis, Alcoholic",alias,0.0,"[""T047""]"
7985,Alcoholic Hepatitis,C0019187,"Hepatitis, Alcoholic",alias,0.0,"[""T047""]"
7986,Alcoholic Liver Disease,C0023896,Alcoholic Liver Diseases,alias,0.0,"[""T047""]"
7988,Airway Obstruction,C0001883,Airway Obstruction,alias,0.0,"[""T047""]"
7991,Alagille Syndrome,C0085280,Alagille Syndrome,alias,0.0,"[""T019""]"
7993,Albinism,C0001916,Albinism,alias,0.0,"[""T047""]"
7996,Aggressive Behavior,C0001807,Aggressive behavior,alias,0.0,"[""T055""]"
7997,Aging,C0001811,Aging,alias,0.0,"[""T040""]"
7998,Agnosia,C0001816,Agnosia,alias,0.0,"[""T048""]"
7999,Aicardi Syndrome,C0175713,Aicardi's syndrome,alias,0.0,"[""T047""]"
8001,Aids-Related Lymphoma,C0085090,"Lymphoma, AIDS-Related",alias,0.0,"[""T191""]"
8002,Ainhum,C0001860,Ainhum,alias,0.0,"[""T047""]"
8007,Agammaglobulinemia,C0001768,Agammaglobulinemia,alias,0.0,"[""T047""]"
8018,Adrenogenital Syndrome,C0302280,Adrenogenital Syndrome,alias,0.0,"[""T047""]"
8023,Adult T Cell Leukemia,C0023493,Adult T-Cell Lymphoma/Leukemia,alias,0.0,"[""T191""]"
8025,Advance Care Planning,C0600371,Advance Care Planning,alias,0.0,"[""T058""]"
8026,Adrenal Disorders,C0001621,Adrenal Gland Diseases,alias,0.0,"[""T047""]"
8027,Adrenal Hyperplasia,C1621895,Adrenal hyperplasia,alias,0.0,"[""T047""]"
8028,Adrenal Insufficiency,C0405580,Adrenal cortical hypofunction,alias,0.0,"[""T047""]"
8030,Adrenal Mass,C0342500,Adrenal mass,alias,0.0,"[""T033""]"
8031,Adrenal Neoplasm,C0001624,Adrenal Gland Neoplasms,alias,0.0,"[""T191""]"
8033,Adrenalectomy,C0001632,Adrenalectomy,alias,0.0,"[""T061""]"
8037,Adolescent Health,C1456722,Teen Health,alias,0.0,"[""T102""]"
8040,Adrenal Adenoma,C0206667,Adrenal Cortical Adenoma,alias,0.0,"[""T191""]"
8045,Adies Pupil,C0040416,Tonic Pupil,alias,0.0,"[""T184""]"
8049,Adnexal Mass,C0149614,Adnexal Mass,alias,0.0,"[""T190""]"
8050,Adenocarcinoma Of The Bladder,C0279682,Bladder Adenocarcinoma,alias,0.0,"[""T191""]"
8052,Adenoid Cystic Carcinoma,C0010606,Adenoid Cystic Carcinoma,alias,0.0,"[""T191""]"
8053,Adenoid Hypertrophy,C0149825,Hypertrophy of adenoids,alias,0.0,"[""T047""]"
8054,Adenoidectomy,C0001425,Adenoidectomy,alias,0.0,"[""T061""]"
8055,Adenoiditis,C0001427,Adenoiditis,alias,0.0,"[""T047""]"
8057,Adhesive Capsulitis,C0158300,Adhesive Capsulitis,alias,0.0,"[""T047""]"
8061,Addisons Disease,C0001403,Addison Disease,alias,0.0,"[""T047""]"
8065,Adenocarcinoma Of Cervix,C0279672,Cervical Adenocarcinoma,alias,0.0,"[""T191""]"
8066,Adenocarcinoma Of Lung,C0152013,Adenocarcinoma of lung (disorder),alias,0.0,"[""T191""]"
8068,Acute Pancreatitis,C0001339,"Pancreatitis, Acute",alias,0.0,"[""T047""]"
8069,Acute Promyelocytic Leukemia,C0023487,Acute Promyelocytic Leukemia,alias,0.0,"[""T191""]"
8070,Acute Rhinitis,C0009443,Common Cold,alias,0.0,"[""T047""]"
8071,Acute Tubular Necrosis,C0022672,Acute Kidney Tubular Necrosis,alias,0.0,"[""T047""]"
8072,Ada Deficiency,C0268124,Adenosine deaminase deficiency,alias,0.0,"[""T047""]"
8073,Adamantinoma,C0334556,Adamantinoma of Long Bones,alias,0.0,"[""T191""]"
8075,Acute Generalized Exanthematous Pustulosis,C0877055,Acute Generalized Exanthematous Pustulosis,alias,0.0,"[""T047""]"
8077,Acute Inflammatory Demyelinating Polyneuropathy,C4551910,Acute Inflammatory Demyelinating Polyneuropathy,alias,0.0,"[""T047""]"
8078,Acute Inflammatory Demyelinating Polyradiculoneuropathy,C4551910,Acute Inflammatory Demyelinating Polyneuropathy,alias,0.0,"[""T047""]"
8079,Acute Interstitial Nephritis,C1843274,Acute Tubulointerstitial Nephritis,alias,0.0,"[""T047""]"
8080,Acute Kidney Injury,C0022660,"Kidney Failure, Acute",alias,0.0,"[""T047""]"
8083,Acute Back Pain,C0699896,Acute back pain,alias,0.0,"[""T184""]"
8084,Acute Bacterial Endocarditis,C0155685,Acute bacterial endocarditis,alias,0.0,"[""T047""]"
8085,Acute Blood Loss Anemia,C0154298,Acute posthaemorrhagic anaemia,alias,0.0,"[""T047""]"
8087,Acute Bronchitis,C0149514,Acute bronchitis,alias,0.0,"[""T047""]"
8090,Acute Disseminated Encephalomyelitis,C0014059,"Encephalomyelitis, Acute Disseminated",alias,0.0,"[""T047""]"
8091,Acute Flaccid Myelitis,C4290000,acute flaccid myelitis,alias,0.0,"[""T047""]"
8092,Actinic Cheilitis,C0267026,Actinic cheilitis,alias,0.0,"[""T047""]"
8094,Actinomycosis,C0001261,Actinomycosis,alias,0.0,"[""T047""]"
8095,Action Tremor,C0234376,Action Tremor,alias,0.0,"[""T184""]"
8097,Acupressure,C0282614,Acupressure (regime/therapy),alias,0.0,"[""T061""]"
8098,Acupuncture,C0394664,Acupuncture procedure,alias,0.0,"[""T061""]"
8099,Acute Arthritis,C0263678,Acute arthritis,alias,0.0,"[""T047""]"
8102,Acral Lentiginous Melanoma,C0346037,Acral Lentiginous Malignant Melanoma,alias,0.0,"[""T191""]"
8103,Acrocephalosyndactyly,C1510455,Acrocephalosyndactylia,alias,0.0,"[""T019""]"
8104,Acromegaly,C0001206,Acromegaly,alias,0.0,"[""T047""]"
8116,Acne Fulminans,C0263445,Acne fulminans,alias,0.0,"[""T047""]"
8117,Acne Scar,C0423783,Acne scar,alias,0.0,"[""T033""]"
8118,Acne Surgery,C0191345,Acne surgery,alias,0.0,"[""T061""]"
8121,Acoustic Neurofibromatosis,C0027832,Neurofibromatosis 2,alias,0.0,"[""T191""]"
8122,Acoustic Neuroma,C0027859,Acoustic Neuroma,alias,0.0,"[""T191""]"
8124,Achilles Tendonitis,C0149846,Achilles bursitis,alias,0.0,"[""T047""]"
8126,Acholic Stools,C0232720,Pale feces (finding),alias,0.0,"[""T033""]"
8127,Achondroplasia,C0001080,Achondroplasia,alias,0.0,"[""T019""]"
8128,Achromatopsia,C0152200,Achromatopsia,alias,0.0,"[""T047""]"
8131,Acne,C0702166,Acne,alias,0.0,"[""T047""]"
8136,Achalasia,C1321756,Achalasia,alias,0.0,"[""T047""]"
8138,Achilles Tendon Injury,C0495953,Injury of Achilles tendon,alias,0.0,"[""T037""]"
8139,Achilles Tendon Surgery,C0740739,achilles tendon surgery,alias,0.0,"[""T037""]"
8143,Acanthamoeba Infection,C0033129,Acanthamoeba Infection,alias,0.0,"[""T047""]"
8144,Acanthosis Nigricans,C0000889,Acanthosis Nigricans,alias,0.0,"[""T047""]"
8146,Accessory Navicular,C1267087,Accessory navicular bone of foot (disorder),alias,0.0,"[""T019""]"
8147,Accessory Nerve Disease,C0152180,Accessory Nerve Disorder,alias,0.0,"[""T047""]"
8148,Accessory Nerve Injury,C0161410,Accessory Nerve Injuries,alias,0.0,"[""T037""]"
8151,Abortion,C0392535,Induced abortion (procedure),alias,0.0,"[""T061""]"
8154,Abrasion,C0580209,Surgical abrasion,alias,0.0,"[""T061""]"
8155,Absence Epilepsy,C0014553,Absence Epilepsy,alias,0.0,"[""T047""]"
8164,Abnormal Urine Cytology,C0587955,Urine cytology abnormal,alias,0.0,"[""T033""]"
8165,Abnormal Urine Odor,C0278045,Abnormal urine odor,alias,0.0,"[""T033""]"
8172,Abnormal Pap Smear,C0476427,Abnormal cervical smear,alias,0.0,"[""T033""]"
8173,Abnormal Protein,C0311448,Abnormal protein,alias,0.0,"[""T116"", ""T123""]"
8176,Abnormal Reflexes,C0034933,"Reflex, Abnormal",alias,0.0,"[""T033""]"
8177,Abnormal Stool,C0162287,Abnormal feces,alias,0.0,"[""T033""]"
8178,Abnormal Stress Test,C0149612,Exercise tolerance test abnormal,alias,0.0,"[""T033""]"
8182,Abnormal Glucose,C0580546,Blood glucose abnormal,alias,0.0,"[""T033""]"
8184,Abnormal Head Shape,C0578009,Head abnormal shape,alias,0.0,"[""T033""]"
8186,Abnormal Mammogram,C0262365,Mammography abnormal,alias,0.0,"[""T033""]"
8190,Abnormal Breathing,C1260922,Abnormal breathing,alias,0.0,"[""T033""]"
8196,Abnormal Eeg,C0151611,Electroencephalogram abnormal,alias,0.0,"[""T033""]"
8206,Abdominal Trauma,C0848377,trauma to the abdomen,alias,0.0,"[""T037""]"
8207,Abdominal Wall Defect,C0238577,Abdominal wall defect,alias,0.0,"[""T019""]"
8208,Abdominal Wall Hernia,C0019326,Ventral Hernia,alias,0.0,"[""T190""]"
8209,Abdominal Wall Reconstruction,C0198542,Abdominoplasty (procedure),alias,0.0,"[""T061""]"
8210,Abdominoperineal Resection,C2004459,Abdominoperineal resection,alias,0.0,"[""T061""]"
8211,Abdominoplasty,C0198542,Abdominoplasty (procedure),alias,0.0,"[""T061""]"
8212,Abducens Nerve Disease,C0271355,Abducens Nerve Diseases,alias,0.0,"[""T047""]"
8213,Abducens Nerve Injury,C0161407,Abducens Nerve Injury,alias,0.0,"[""T037""]"
8214,Abdominal Cramps,C0000729,Abdominal Cramps,alias,0.0,"[""T184""]"
8216,Abdominal Distention,C0000731,Abdomen distended,alias,0.0,"[""T033""]"
8217,Abdominal Hernia,C0178282,Hernia of abdominal cavity,alias,0.0,"[""T190""]"
8218,Abdominal Mass,C0000734,Abdominal mass,alias,0.0,"[""T033""]"
8219,Abdominal Migraine,C0270858,Abdominal Migraine,alias,0.0,"[""T047""]"
8220,Abdominal Pain,C0000737,Abdominal Pain,alias,0.0,"[""T184""]"
8223,Abdominal Adhesions,C0549357,Abdominal adhesions,alias,0.0,"[""T020""]"
8226,Abdominal Aortic Aneurysm,C0162871,"Aortic Aneurysm, Abdominal",alias,0.0,"[""T190""]"
8228,Abdominal Bloating,C1291077,Abdominal bloating,alias,0.0,"[""T184""]"
8229,Abdominal Cancer,C0153662,Malignant neoplasm of abdomen,alias,0.0,"[""T191""]"
8238,Abdominal Abscess,C0243001,Abdominal Abscess,alias,0.0,"[""T047""]"
8240,metatarsalgia,C0025587,Metatarsalgia,alias,0.0,"[""T184""]"
8243,lymphoscintigraphy,C0412375,Radioisotope scan of lymphatic system,alias,0.0,"[""T060""]"
8244,infant respiratory distress syndrome,C0035220,"Respiratory Distress Syndrome, Newborn",alias,0.0,"[""T047""]"
8246,hymenorrhaphy,C1533667,Repair of hymen,alias,0.0,"[""T061""]"
8250,progressive multifocal leukoencephalopathy,C0023524,"Leukoencephalopathy, Progressive Multifocal",alias,0.0,"[""T047""]"
8254,lumbar puncture,C0553794,Diagnostic lumbar puncture,alias,0.0,"[""T060""]"
8257,expressive language disorder,C0236826,Developmental expressive language disorder,alias,0.0,"[""T048""]"
8258,dysnomia,C0003113,Anomia,alias,0.0,"[""T048""]"
8259,confabulation,C0233800,Confabulation,alias,0.0,"[""T048""]"
8261,anomia,C0003113,Anomia,alias,0.0,"[""T048""]"
8264,elder abuse,C0013772,Elder Abuse,alias,0.0,"[""T048""]"
8266,caregiver support,C0150162,Caregiver support (regime/therapy),alias,0.0,"[""T058""]"
8270,adrenal hemorrhage,C0151693,Adrenal hemorrhage,alias,0.0,"[""T046""]"
8271,gluten free diet,C0344351,Gluten-Free Diet,alias,0.0,"[""T061""]"
8274,arterial catheterization,C0007431,Arterial catheterization,alias,0.0,"[""T061""]"
8280,pseudocyst,C0333161,Pseudocyst,alias,0.0,"[""T020""]"
8281,peritoneal abscess,C0267756,Abscess of peritoneum,alias,0.0,"[""T047""]"
8282,interferon therapy,C0279030,Interferon Therapy,alias,0.0,"[""T061""]"
8283,icterus,C0022346,Icterus,alias,0.0,"[""T184""]"
8284,gastric antral vascular ectasia,C0267211,Gastric Antral Vascular Ectasia,alias,0.0,"[""T020""]"
8288,alcoholic encephalopathy,C2931917,Alcohol induced encephalopathy,alias,0.0,"[""T047""]"
8289,pancreatic trauma,C0273163,Injury of pancreas,alias,0.0,"[""T037""]"
8291,pancreatic fistula,C0030290,Pancreatic Fistula,alias,0.0,"[""T047""]"
8294,spine surgery,C0920347,Procedure on spinal cord (procedure),alias,0.0,"[""T061""]"
8307,metatarsus adductus,C0265647,Congenital metatarsus varus,alias,0.0,"[""T019""]"
8309,joint instability,C0022410,Joint Instability,alias,0.0,"[""T033""]"
8314,allergic arthritis,C0157987,Allergic arthritis,alias,0.0,"[""T047""]"
8318,aortitis,C0003509,Aortitis,alias,0.0,"[""T047""]"
8328,incontinentia pigmenti,C0021171,Bloch Sulzberger syndrome,alias,0.0,"[""T047""]"
8333,body piercing,C0848128,Body Piercing,alias,0.0,"[""T055""]"
8334,actinotherapy,C0031765,Phototherapy,alias,0.0,"[""T061""]"
8336,presyncope,C0700200,Presyncope,alias,0.0,"[""T184""]"
8340,vitamin a deficiency,C0042842,Vitamin A Deficiency,alias,0.0,"[""T047""]"
8341,thyroid storm,C0040127,Thyroid Crisis,alias,0.0,"[""T047""]"
8345,hair removal,C0018504,General hair removal - epilation,alias,0.0,"[""T061""]"
8346,facial veins,C0226532,Facial vein structure,alias,0.0,"[""T023""]"
8350,pancreatic pseudocyst,C0030299,Pancreatic Pseudocyst,alias,0.0,"[""T047""]"
8353,pancreas divisum,C0266270,Pancreas Divisum,alias,0.0,"[""T019""]"
8356,malignant neoplasm of stomach,C0024623,Malignant neoplasm of stomach,alias,0.0,"[""T191""]"
8357,ischemic bowel,C0741611,bowel ischemic,alias,0.0,"[""T047""]"
8358,ileus,C1258215,Ileus,alias,0.0,"[""T047""]"
8378,primary polydipsia,C0395005,Psychogenic polydipsia,alias,0.0,"[""T048""]"
8379,loin pain hematuria syndrome,C0268712,Loin pain-hematuria syndrome,alias,0.0,"[""T047""]"
8380,lithium poisoning,C0568180,Lithium poisoning,alias,0.0,"[""T037""]"
8383,gouty nephropathy,C0391820,Gouty nephropathy,alias,0.0,"[""T047""]"
8384,ethylene glycol poisoning,C0413194,Ethylene glycol poisoning (disorder),alias,0.0,"[""T037""]"
8386,crystalluria,C0151579,Crystalluria,alias,0.0,"[""T033""]"
8391,pellagra,C0030783,Pellagra,alias,0.0,"[""T047""]"
8402,cervical dystonia,C0152116,Spasmodic torticollis,alias,0.0,"[""T184""]"
8404,cadasil,C0751587,CADASIL Syndrome,alias,0.0,"[""T047""]"
8411,electroretinogram,C0013867,Electroretinography,alias,0.0,"[""T060""]"
8415,sclerosteosis,C1422190,SOST gene,alias,0.0,"[""T028""]"
8422,tetany,C0039621,Tetany,alias,0.0,"[""T033""]"
8424,locked in syndrome,C0023944,Locked-In Syndrome,alias,0.0,"[""T047""]"
8425,chronic traumatic encephalopathy,C4082769,Chronic Traumatic Encephalopathy,alias,0.0,"[""T047""]"
8426,central nervous system lupus,C0752332,"Lupus Vasculitis, Central Nervous System",alias,0.0,"[""T047""]"
8435,pars planitis,C0030593,Pars Planitis,alias,0.0,"[""T047""]"
8442,accommodation,C0000936,Visual Accommodation,alias,0.0,"[""T042""]"
8444,pott's disease,C0041330,"Tuberculosis, Spinal",alias,0.0,"[""T047""]"
8448,vater syndrome,C0220708,VATER Association,alias,0.0,"[""T047""]"
8452,lumbar spondylosis,C0149983,Lumbar spondylosis,alias,0.0,"[""T047""]"
8457,cervical spondylosis,C1384641,Cervical spondylosis,alias,0.0,"[""T047""]"
8458,osteopathic manipulation,C0949744,Osteopathic manipulation (procedure),alias,0.0,"[""T061""]"
8459,toothache,C0040460,Toothache,alias,0.0,"[""T184""]"
8461,nursing home care,C0260062,nursing home care,alias,0.0,"[""T058""]"
8462,home visits,C0020043,Home visit (procedure),alias,0.0,"[""T058""]"
8465,postpartum psychosis,C0520678,Postpartum psychosis,alias,0.0,"[""T048""]"
8467,geriatric psychiatry,C0017467,Geriatric Psychiatry specialty,alias,0.0,"[""T091""]"
8471,alcohol addiction,C0001973,"Alcoholic Intoxication, Chronic",alias,0.0,"[""T048""]"
8473,treatment resistant depression,C2063866,"Depressive Disorder, Treatment-Resistant",alias,0.0,"[""T048""]"
8482,solution focused brief therapy,C1276047,Solution-Focused Brief Therapy,alias,0.0,"[""T061""]"
8483,sex therapy,C0150764,sex therapy,alias,0.0,"[""T061""]"
8485,schizotypal personality disorder,C0036363,Schizotypal Personality Disorder,alias,0.0,"[""T048""]"
8486,schizoid personality disorder,C0036339,Schizoid Personality Disorder,alias,0.0,"[""T048""]"
8491,reality therapy,C0034764,Reality Therapy,alias,0.0,"[""T061""]"
8494,psychosomatic disorders,C0033931,Psychophysiologic Disorders,alias,0.0,"[""T048""]"
8495,psychodynamic therapy,C0599237,psychodynamic therapy,alias,0.0,"[""T061""]"
8496,psychoanalytic therapy,C0033887,Psychoanalytic Therapy,alias,0.0,"[""T061""]"
8497,psychoanalysis,C0392892,Psychoanalysis,alias,0.0,"[""T061""]"
8503,play therapy,C0032216,Play Therapy,alias,0.0,"[""T061""]"
8507,paranoid personality disorder,C0030477,Paranoid Personality Disorder,alias,0.0,"[""T048""]"
8512,narcissistic personality disorder,C0027402,Narcissistic Personality Disorder,alias,0.0,"[""T048""]"
8519,marital counseling,C0024820,Marital Therapy,alias,0.0,"[""T061""]"
8522,kleptomania,C0022734,Kleptomania,alias,0.0,"[""T048""]"
8524,iq testing,C0021705,Intelligence Tests,alias,0.0,"[""T060""]"
8525,involuntary treatment,C0683517,Involuntary Treatment,alias,0.0,"[""T061""]"
8526,intervention therapy,C0808232,Therapeutic Intervention,alias,0.0,"[""T061""]"
8533,histrionic personality disorder,C0019681,Histrionic Personality Disorder,alias,0.0,"[""T048""]"
8534,group psychotherapy,C0033971,Group Psychotherapy,alias,0.0,"[""T061""]"
8536,gestalt therapy,C0017501,Gestalt Therapy,alias,0.0,"[""T061""]"
8537,fugue state,C0860635,fugue state,alias,0.0,"[""T184""]"
8539,family therapy,C0152055,Family counseling,alias,0.0,"[""T061""]"
8540,family counseling,C0152055,Family counseling,alias,0.0,"[""T061""]"
8545,electroconvulsive therapy,C0013806,Electroconvulsive Therapy,alias,0.0,"[""T061""]"
8547,domestic abuse,C0413318,Domestic abuse,alias,0.0,"[""T048""]"
8550,dependent personality disorder,C0011548,Dependent Personality Disorder,alias,0.0,"[""T048""]"
8553,cyclothymic disorder,C0010598,Cyclothymic Disorder,alias,0.0,"[""T048""]"
8556,conversion disorder,C0012746,Dissociative disorder,alias,0.0,"[""T048""]"
8558,codependency,C0086025,Codependency,alias,0.0,"[""T048""]"
8560,career counseling,C0042934,Vocational Guidance,alias,0.0,"[""T065""]"
8561,bright light therapy,C0031765,Phototherapy,alias,0.0,"[""T061""]"
8562,avoidant personality disorder,C0004444,Avoidant Personality Disorder,alias,0.0,"[""T048""]"
8564,art therapy,C0003827,Art Therapy,alias,0.0,"[""T061""]"
8566,antisocial personality disorder,C0003431,Antisocial Personality Disorder,alias,0.0,"[""T048""]"
8567,anterograde amnesia,C0233795,"Amnesia, Anterograde",alias,0.0,"[""T048""]"
8568,anger management,C0557992,Anger Management Therapy,alias,0.0,"[""T061""]"
8569,agitation,C0085631,Agitation,alias,0.0,"[""T184""]"
8570,adult psychiatry,C1318601,Adult mental illness - specialty,alias,0.0,"[""T091""]"
8571,pulmonary hypoplasia,C0265783,Congenital hypoplasia of lung,alias,0.0,"[""T019""]"
8572,pleural fibrosis,C0264545,Thickening of pleura,alias,0.0,"[""T047""]"
8580,bone morphogenetic protein receptor type 2,C1332431,BMPR2 gene,alias,0.0,"[""T028""]"
8582,abnormal chest xray,C0436503,Standard chest X-ray abnormal,alias,0.0,"[""T033""]"
8583,uterus didelphys,C0266393,Congenital duplication of uterus,alias,0.0,"[""T019""]"
8594,adenosine deaminase 2 deficiency,C4289994,adenosine deaminase 2 deficiency,alias,0.0,"[""T047""]"
8599,actigraphy,C1171301,Actigraphy,alias,0.0,"[""T060""]"
8609,portosystemic shunt,C0032720,Surgical Portosystemic Shunt,alias,0.0,"[""T061""]"
8613,ligation of internal jugular vein,C0191155,Ligation of internal jugular vein,alias,0.0,"[""T061""]"
8617,dialysis catheter,C0179747,Dialysis catheter,alias,0.0,"[""T074""]"
8623,pneumomediastinum,C0025062,Mediastinal Emphysema,alias,0.0,"[""T047""]"
8624,bullous emphysema,C1261120,Chronic bullous emphysema,alias,0.0,"[""T047""]"
8625,mammogram,C0024671,Mammography,alias,0.0,"[""T060""]"
8627,fibroadenoma,C0206650,Fibroadenoma,alias,0.0,"[""T191""]"
8629,breast calcification,C0587094,Calcification of breast,alias,0.0,"[""T033""]"
8632,angioleiomyoma,C0206653,Angiomyoma,alias,0.0,"[""T191""]"
8635,scar pain,C0877113,Painful scar,alias,0.0,"[""T184""]"
8641,enterolysis,C0198667,Lysis of adhesions of intestines,alias,0.0,"[""T061""]"
8644,trimethylaminuria,C0342739,Trimethylaminuria,alias,0.0,"[""T047""]"
8645,succinic semialdehyde dehydrogenase deficiency,C0268631,succinic semialdehyde dehydrogenase deficiency,alias,0.0,"[""T047""]"
8646,recurrent miscarriage,C0000809,"Abortion, Habitual",alias,0.0,"[""T047""]"
8647,pyruvate dehydrogenase complex deficiency,C0034345,Pyruvate Dehydrogenase Complex Deficiency Disease,alias,0.0,"[""T047""]"
8650,phenylketonuria,C0031485,Phenylketonurias,alias,0.0,"[""T047""]"
8656,neuronal ceroid lipofuscinoses,C0027877,Neuronal Ceroid-Lipofuscinoses,alias,0.0,"[""T047""]"
8658,melas syndrome,C0162671,MELAS Syndrome,alias,0.0,"[""T047""]"
8659,joubert syndrome,C0431399,Familial aplasia of the vermis,alias,0.0,"[""T047""]"
8660,hyperammonemia,C0220994,Hyperammonemia (disorder),alias,0.0,"[""T047""]"
8661,homocystinuria,C0019880,Homocystinuria,alias,0.0,"[""T047""]"
8662,hereditary fructose intolerance,C0016751,Hereditary fructose intolerance syndrome,alias,0.0,"[""T047""]"
8665,ectodermal dysplasias,C0013575,Ectodermal Dysplasia,alias,0.0,"[""T047""]"
8668,acrodermatitis enteropathica,C0221036,Acrodermatitis enteropathica,alias,0.0,"[""T047""]"
8669,endodermal sinus tumor,C0014145,Yolk Sac Tumor,alias,0.0,"[""T191""]"
8670,electrocochleography,C0013805,Electrocochleography,alias,0.0,"[""T060""]"
8679,gastric lymphoma,C0349532,Gastric lymphoma,alias,0.0,"[""T191""]"
8684,second degree burn,C0332687,Second degree burn injury,alias,0.0,"[""T037""]"
8708,radioisotope renography,C0034592,Radioisotope Renography,alias,0.0,"[""T060""]"
8709,prostatic obstruction,C0268889,Prostatic Obstruction,alias,0.0,"[""T047""]"
8710,penile prosthesis,C0030850,Penile Prosthesis,alias,0.0,"[""T074""]"
8713,orchitis,C0029191,Orchitis,alias,0.0,"[""T047""]"
8722,radical nephrectomy,C0401181,Radical nephrectomy,alias,0.0,"[""T061""]"
8729,laparoscopic partial nephrectomy,C1144661,Laparoscopic partial nephrectomy,alias,0.0,"[""T061""]"
8731,laparoscopic nephrectomy,C2111393,laparoscopic nephrectomy,alias,0.0,"[""T061""]"
8746,work related illnesses,C0871617,work related illnesses,alias,0.0,"[""T047""]"
8748,snake bite,C0037379,Snake Bites,alias,0.0,"[""T037""]"
8749,sibling rivalry,C0233560,Sibling jealousy,alias,0.0,"[""T048""]"
8751,medical marijuana,C0813973,Medical Marijuana,alias,0.0,"[""T121""]"
8752,infant massage,C0695595,Infant massage,alias,0.0,"[""T061""]"
8753,house calls,C0020043,Home visit (procedure),alias,0.0,"[""T058""]"
8754,home infusion therapy,C0242945,Home Infusion Therapy,alias,0.0,"[""T061""]"
8755,home health,C1317851,Home health care specialty,alias,0.0,"[""T091""]"
8757,ear piercing,C0198023,Piercing of external ear,alias,0.0,"[""T061""]"
8771,orthotics,C0813253,Orthotic Medical Specialty,alias,0.0,"[""T091""]"
8780,foot infection,C0555973,Infection of foot,alias,0.0,"[""T047""]"
8784,myelomalacia,C0270774,Myelomalacia,alias,0.0,"[""T047""]"
8785,cramp fasciculation syndrome,C0751381,Foley-Denny-Brown Syndrome,alias,0.0,"[""T047""]"
8786,varus deformity,C0432593,Varus angulation,alias,0.0,"[""T190""]"
8788,short leg,C0426901,Short leg,alias,0.0,"[""T033""]"
8789,short arm,C0426857,Short arm,alias,0.0,"[""T033""]"
8798,distraction osteogenesis,C0524975,"Osteogenesis, Distraction",alias,0.0,"[""T061""]"
8800,contracture,C0009917,Contracture,alias,0.0,"[""T190""]"
8801,constitutional short stature,C0013336,Dwarfism,alias,0.0,"[""T047""]"
8809,pubic symphysis separation,C0238442,Pubic Symphysis Diastasis,alias,0.0,"[""T046""]"
8815,valgus deformity,C0042282,Valgus deformity,alias,0.0,"[""T033""]"
8817,transarterial chemoembolization,C3539919,Transarterial Chemoembolization,alias,0.0,"[""T061""]"
8819,malignant ascites,C0220656,Malignant ascites,alias,0.0,"[""T191""]"
8820,cachexia,C0006625,Cachexia,alias,0.0,"[""T184""]"
8828,retiform hemangioendothelioma,C1304512,Retiform hemangioendothelioma,alias,0.0,"[""T191""]"
8834,nerve sheath myxoma,C0206730,Neurothekeoma,alias,0.0,"[""T191""]"
8836,myofibroma,C0042133,Uterine Fibroids,alias,0.0,"[""T191""]"
8837,myoepithelioma,C0027070,Myoepithelioma,alias,0.0,"[""T191""]"
8845,composite hemangioendothelioma,C1304513,Composite hemangioendothelioma,alias,0.0,"[""T191""]"
8846,cellular blue nevus,C0334448,Cellular Blue Nevus,alias,0.0,"[""T191""]"
8856,angiomyxoma,C5551004,Angiomyxoma,alias,0.0,"[""T191""]"
8857,lock jaw,C0343495,Lockjaw,alias,0.0,"[""T033""]"
8860,tooth abscess,C0518988,Dental abscess,alias,0.0,"[""T047""]"
8862,scalp laceration,C0240937,Scalp laceration,alias,0.0,"[""T037""]"
8865,dry socket,C0013240,Alveolar periostitis,alias,0.0,"[""T047""]"
8866,dentures,C0011394,Dentures,alias,0.0,"[""T074""]"
8867,dental disorder,C1704330,Dental Diseases,alias,0.0,"[""T047""]"
8868,dental crowns,C0010384,"Prostheses, Dental, Fixed, Crown, Total, Temporary",alias,0.0,"[""T074""]"
8870,hand foot syndrome,C0852711,Sickle Cell Dactylitis,alias,0.0,"[""T047""]"
8893,cold extremities,C0277925,Cold extremity,alias,0.0,"[""T033""]"
8903,penectomy,C0194708,Amputation of penis,alias,0.0,"[""T061""]"
8908,sly syndrome,C0085132,Mucopolysaccharidosis VII,alias,0.0,"[""T047""]"
